"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GENE_26",107.595673364835,-0.000881286317128545,0.390891109012681,-0.00225455707947544,0.998201125238793,0.999200325564357
"GENE_27",107.475353967714,-0.0605098096749232,0.34398596416903,-0.175907786880483,0.860366387701842,0.98174239914331
"GENE_28",109.381240602829,0.0315750221417272,0.423486295402932,0.0745597259804705,0.940565018900243,0.99334332734839
"GENE_29",115.823439080388,-0.332553471551697,0.366186926458082,-0.908152223697054,0.363797801995662,0.973433783594715
"GENE_30",89.8767003493617,-0.191297818490393,0.389332271665582,-0.491348476384996,0.623179999052232,0.98174239914331
"GENE_31",88.4949012211541,-0.351891544306448,0.423660304050397,-0.830598337730005,0.40620057411478,0.973433783594715
"GENE_32",99.2857271194295,0.369157354301638,0.428183284448613,0.862147981271654,0.38860609069614,0.973433783594715
"GENE_33",82.665121486598,0.39414912875641,0.386234470675476,1.02049184804011,0.307495253486361,0.973433783594715
"GENE_34",97.5142943679238,0.207792689499919,0.365696944935772,0.568210077709054,0.569892329291293,0.98174239914331
"GENE_35",97.8601527736206,-0.761781420309483,0.364634276732082,-2.08916568989812,0.036692810770875,0.815273112742399
"GENE_36",93.5293565909856,-0.146583404897176,0.343015805534791,-0.427337173774369,0.669133760504902,0.98174239914331
"GENE_37",135.182557376618,0.00862191104994373,0.352061410128267,0.0244897929790217,0.980461925297553,0.997418031838813
"GENE_38",81.5549440415975,0.106812326299465,0.361430696175273,0.295526438207305,0.767591758958866,0.98174239914331
"GENE_39",102.969634096251,-0.487650644855145,0.373364414175353,-1.3060983488001,0.191519114428871,0.970668518731061
"GENE_40",98.1511711398333,-0.34102923743892,0.411053592491465,-0.829646653546765,0.406738591135238,0.973433783594715
"GENE_41",99.6044097875763,0.0427878437489619,0.347922753058327,0.122980872543822,0.902122244476828,0.992433712295741
"GENE_42",120.944774601845,0.0227641400927802,0.336539327990754,0.0676418421249288,0.946070746456694,0.99334332734839
"GENE_43",88.7608889444475,0.684967607470336,0.347193013412663,1.97287267026944,0.0485100710570671,0.880492015040917
"GENE_44",106.942744508336,0.31293856140751,0.396409870626649,0.789431809336163,0.429859670437066,0.973433783594715
"GENE_45",102.686435014495,-0.0696842852948957,0.345420641112361,-0.201737467310844,0.84012197007746,0.98174239914331
"GENE_46",84.4422528488346,0.0133644945070806,0.361342491570561,0.0369856709876337,0.970496430819377,0.99334332734839
"GENE_47",105.695265857816,-0.14358282558126,0.324207377819937,-0.442873405740339,0.657857304307236,0.98174239914331
"GENE_48",95.5131497983666,-0.0739232348612032,0.356177202236621,-0.207546228105002,0.835583293725619,0.98174239914331
"GENE_49",95.4170531948923,-0.0975017102171093,0.415751394316566,-0.234519262111887,0.814581881094871,0.98174239914331
"GENE_50",93.2164079885173,-0.54421265520671,0.363645057300488,-1.49654902295844,0.13451064293683,0.925437516564023
"GENE_51",100.198507626431,-0.0996041967435835,0.400275900899509,-0.248838854699348,0.803485434510552,0.98174239914331
"GENE_52",94.9568122633822,-0.244686851727346,0.379117701693288,-0.645411307977652,0.518660677313904,0.980187485888193
"GENE_53",113.846767080352,0.411150446390892,0.381007375294299,1.07911414069953,0.280536848236129,0.973433783594715
"GENE_54",86.301261674662,-0.787813720571465,0.365020920289411,-2.15827005188316,0.0309068417304241,0.772484021671677
"GENE_55",106.249242987363,0.0439386082297153,0.42547209281822,0.103270247265049,0.917748488582264,0.99334332734839
"GENE_56",106.601569399948,-0.088569824389029,0.398336219703339,-0.22234941240089,0.824041889134357,0.98174239914331
"GENE_57",81.573562916828,-0.252394984334939,0.433049884403554,-0.5828312012658,0.560006938504871,0.98174239914331
"GENE_58",115.047690819181,-0.0562398290093091,0.347867907082089,-0.161670070346667,0.871565674838941,0.98174239914331
"GENE_59",90.3156511570419,0.67449493476106,0.395547518067995,1.7052184730056,0.0881536859720275,0.902373510003027
"GENE_60",95.8485831089407,0.350096564455173,0.429308325671277,0.81548980888678,0.414791995689908,0.973433783594715
"GENE_61",109.029556977799,0.267458078922843,0.367016183248105,0.728736473023698,0.466162877652257,0.973433783594715
"GENE_62",90.6627511944205,0.233409227226445,0.47097842552589,0.495583692535008,0.620188160617761,0.98174239914331
"GENE_63",105.253181895897,-0.160769202167017,0.369459502154711,-0.435147022148302,0.663455713966052,0.98174239914331
"GENE_64",93.537438881581,-0.274652730448289,0.358582849342567,-0.765939394345944,0.443712364270483,0.973433783594715
"GENE_65",87.9092148739021,0.249556191834106,0.343965461542776,0.725526890737171,0.468128854024647,0.973433783594715
"GENE_66",120.582059638792,0.0726015211321708,0.346322654039519,0.209635495354821,0.833952173871609,0.98174239914331
"GENE_67",113.258698844618,-0.555689781911037,0.467526677703722,-1.18857341925456,0.23460757277963,0.973433783594715
"GENE_68",92.7090338010097,-0.54348823928752,0.328600276399072,-1.65394942829407,0.0981377884350297,0.904720951135762
"GENE_69",120.08177744056,0.744520393794143,0.390937463365137,1.90444882766009,0.0568517551826058,0.902373510003027
"GENE_70",82.9841006255447,-0.322059718131217,0.414174997561541,-0.777593336216204,0.436808790754094,0.973433783594715
"GENE_71",109.611477362353,0.0117420296498089,0.465229451654407,0.0252392225127901,0.979864151870539,0.997418031838813
"GENE_72",96.1504751485192,-0.399332063596659,0.366813459185458,-1.08865161186673,0.276307547627555,0.973433783594715
"GENE_73",80.8859106522617,-0.310586402208846,0.339069214318462,-0.915997056332977,0.359668438846627,0.973433783594715
"GENE_74",92.7221744514469,0.306001367703105,0.36978585000125,0.827509672698594,0.407948241926618,0.973433783594715
"GENE_75",82.2211451224598,0.689168906564954,0.366530188421498,1.88025141812448,0.0600738209642802,0.902373510003027
"GENE_76",102.123224704249,-0.120703230665621,0.353477318121512,-0.341473765012915,0.732746951755801,0.98174239914331
"GENE_77",101.078681077228,-0.372128872190829,0.362137161079514,-1.02759095775073,0.304142279411846,0.973433783594715
"GENE_78",114.928709723136,0.361921276563798,0.412459331016527,0.87747142408398,0.380230633456831,0.973433783594715
"GENE_79",96.2778216744997,0.823189750395994,0.417051874494438,1.97383059695844,0.0484010084959202,0.880492015040917
"GENE_80",94.7998191293892,0.0996765483157883,0.331450536922182,0.300728275299763,0.763621705700215,0.98174239914331
"GENE_81",96.3418539492382,-0.0653685310208067,0.394520584907624,-0.165691052688956,0.868400087646746,0.98174239914331
"GENE_82",92.9993138103018,-0.283925343987888,0.449098349863707,-0.632211951066073,0.527248389028189,0.980187485888193
"GENE_83",94.9644846701861,-0.0316596113480038,0.383959948929496,-0.0824555046334202,0.934284499953927,0.99334332734839
"GENE_84",115.065910876153,-0.369398935594391,0.328366537902367,-1.12495913241995,0.260606352443282,0.973433783594715
"GENE_85",116.793028309741,-0.0261620919247627,0.338132322956085,-0.07737234848193,0.938327337539665,0.99334332734839
"GENE_86",114.521934354882,0.557369745758359,0.391036751599806,1.42536409551801,0.154051981149656,0.925437516564023
"GENE_87",118.193971317203,-0.119333407000978,0.339057782354143,-0.351955959165494,0.724871291332958,0.98174239914331
"GENE_88",120.802287958982,-0.58740382372986,0.439415420073229,-1.33678473011249,0.181292914961317,0.964324015751684
"GENE_89",97.7840083110793,-0.32502037465588,0.374317636245457,-0.868300991414546,0.385229579583776,0.973433783594715
"GENE_90",97.0793874026984,0.446707890168567,0.350045730608564,1.2761415184009,0.201905497235133,0.970668518731061
"GENE_91",86.3113056996354,-0.708829927954892,0.38110948604985,-1.85991153172759,0.062898043552149,0.902373510003027
"GENE_92",92.0169771856222,-0.0200343334898854,0.346832447886828,-0.0577637231232259,0.95393683466129,0.99334332734839
"GENE_93",95.1587269072287,0.162431970994922,0.396498318639391,0.409666228982554,0.682050806471018,0.98174239914331
"GENE_94",104.620046738006,-0.818557321994444,0.43149174201747,-1.89704052774503,0.0578225893984311,0.902373510003027
"GENE_95",114.658904754728,0.0435658014691969,0.341051678634253,0.127739589623651,0.898355058732708,0.990468642483692
"GENE_96",113.558711549885,-0.180089936558,0.35677941198239,-0.5047654951763,0.613723553415738,0.98174239914331
"GENE_97",121.860447090143,-0.335284809367883,0.419277033091607,-0.799673683281925,0.423899884236775,0.973433783594715
"GENE_98",99.6046536617884,0.296982813611496,0.336150502827333,0.883481687855883,0.376976072243531,0.973433783594715
"GENE_99",100.512942654467,0.611859329369467,0.381744163613217,1.60279943399319,0.108978941851492,0.925437516564023
"GENE_100",73.7006479993027,-0.0448199888748885,0.413228430713718,-0.108462984498614,0.913628441340651,0.99334332734839
"GENE_101",83.6945259902758,0.282622032374359,0.363587331233666,0.777315401544414,0.436972710522446,0.973433783594715
"GENE_102",102.666110628075,-0.247302214597423,0.371406977508882,-0.665852365661356,0.505505469940327,0.980187485888193
"GENE_103",94.8770599143132,-0.586338524340841,0.384434060620901,-1.52519920683886,0.127209418379019,0.925437516564023
"GENE_104",94.1677955072308,-0.454855999880934,0.326926176893594,-1.39131104215303,0.164131126840465,0.925437516564023
"GENE_105",104.713450896361,0.105874092433407,0.434738634829982,0.243535043704622,0.807590941157028,0.98174239914331
"GENE_106",113.476809109242,-0.0648422661857285,0.367782795608099,-0.176305871182792,0.86005364974821,0.98174239914331
"GENE_107",85.9614993986825,-0.561833956927355,0.384434360435536,-1.4614561411494,0.143890303418072,0.925437516564023
"GENE_108",107.186377706772,0.305371630405658,0.474159802522992,0.64402682129692,0.519558041681803,0.980187485888193
"GENE_109",95.6668365131014,0.490310966430978,0.360564669392887,1.35984195915966,0.173879941226686,0.939891574198303
"GENE_110",102.134434654844,0.632839003007329,0.387168776496977,1.63453005878502,0.102147599976948,0.91203214265132
"GENE_111",103.828204143146,-0.0838668514206474,0.351758872031883,-0.238421424699831,0.811554251970875,0.98174239914331
"GENE_112",101.172871378548,-0.524764526883702,0.412227114661826,-1.27299856855413,0.203018549808725,0.970668518731061
"GENE_113",97.4605582071546,-0.15544509884639,0.368575610030865,-0.421745483466399,0.673210801714677,0.98174239914331
"GENE_114",79.608310424014,0.442022746140241,0.436034834221332,1.0137326457635,0.310710342127205,0.973433783594715
"GENE_115",127.054729652892,0.124960060194827,0.355414368162622,0.351589781923647,0.725145929383188,0.98174239914331
"GENE_116",109.263491287045,0.670098217670159,0.344760019483037,1.94366567989804,0.0519357798460698,0.887874878190126
"GENE_117",94.9506191893596,-0.00588961721993982,0.334608702801582,-0.017601506388291,0.985956754939697,0.999200325564357
"GENE_118",105.376907233671,-0.063391654718632,0.376889686133688,-0.168196841279828,0.866428425839691,0.98174239914331
"GENE_119",101.987927794118,0.0263039071944938,0.355601956778894,0.0739700856338341,0.941034188237669,0.99334332734839
"GENE_120",87.7354617389029,0.594931677895065,0.461925354743289,1.28793899660627,0.197767199343075,0.970668518731061
"GENE_121",83.5018571303917,-0.107757934029009,0.414274879145909,-0.26011216091878,0.794777257656055,0.98174239914331
"GENE_122",94.1398326131629,-0.0388272998106684,0.371749590889627,-0.104444768097125,0.916816397124554,0.99334332734839
"GENE_123",82.3518082897885,0.636819039832543,0.367218748151111,1.73416810290549,0.0828882607254565,0.902373510003027
"GENE_124",108.518650417653,-0.689501668738052,0.410803212559666,-1.67842326363966,0.0932644992550129,0.902373510003027
"GENE_125",68.9049921001942,0.598838934319933,0.462319282246799,1.29529300921577,0.195219169878967,0.970668518731061
"GENE_126",84.1793398913415,0.149554826190385,0.410793558770372,0.364063221044769,0.715810800294881,0.98174239914331
"GENE_127",92.7284861279054,-0.339803146759902,0.363133559943095,-0.935752528114315,0.349400618508883,0.973433783594715
"GENE_128",73.8359197561766,0.291079825065133,0.35180814443396,0.827382281139241,0.408020420317989,0.973433783594715
"GENE_129",98.9327892689517,-0.0221230718676775,0.430952787139257,-0.0513352565011459,0.959058374504839,0.99334332734839
"GENE_130",100.584840662457,0.454538221488897,0.445123727817921,1.02115028492668,0.307183242158129,0.973433783594715
"GENE_131",120.538660092888,-0.271780109655294,0.380689644738552,-0.713915162683096,0.475279640790395,0.973644095236795
"GENE_132",99.67016143662,-0.058658894190677,0.352623876811977,-0.166349751244879,0.867881715587166,0.98174239914331
"GENE_133",99.8817647891022,0.489315188058962,0.382797199069658,1.27826219535614,0.201156992814945,0.970668518731061
"GENE_134",80.9306997802079,0.341234675656584,0.389660879531017,0.875722181983685,0.381181083429455,0.973433783594715
"GENE_135",96.4665212746415,-0.33044412442159,0.389291136306299,-0.848835469404555,0.395972850451089,0.973433783594715
"GENE_136",121.872194922708,-0.1971435640917,0.351355819132311,-0.561093778320094,0.57473360930644,0.98174239914331
"GENE_137",97.4854031450208,-0.0039092645894488,0.375734381230621,-0.0104043302522517,0.991698695295999,0.999200325564357
"GENE_138",98.7870362682476,0.3606655994799,0.448833693208184,0.803561775636596,0.421650106179306,0.973433783594715
"GENE_139",105.487776005041,-0.113933929455167,0.344543004440652,-0.33068130244041,0.740885226978767,0.98174239914331
"GENE_140",86.350980390848,0.271911756553303,0.395418971204646,0.687654807570114,0.491670185374956,0.980187485888193
"GENE_141",99.2448537153457,0.158938132048467,0.407866090735725,0.389682142395727,0.696771603004887,0.98174239914331
"GENE_142",115.384587231887,0.341310687449237,0.330024918333511,1.03419671815302,0.301044208084312,0.973433783594715
"GENE_143",109.147203112241,0.0944287685212211,0.371974702512749,0.25385803895625,0.799605233089199,0.98174239914331
"GENE_144",129.819923117115,-0.156399283987294,0.317285143428196,-0.492929742305087,0.622062231031403,0.98174239914331
"GENE_145",95.3978316115577,-0.173674409445324,0.364563315628182,-0.476390251021458,0.633796378790763,0.98174239914331
"GENE_146",95.5194237333941,-0.186867312753855,0.422401982837651,-0.442392129645084,0.658205473261988,0.98174239914331
"GENE_147",96.1043041269868,-0.254266623319194,0.342876362071907,-0.741569415233909,0.458348259956478,0.973433783594715
"GENE_148",96.5661391352031,0.287005460980157,0.46041493295564,0.62336262453027,0.533046253118921,0.980187485888193
"GENE_149",108.234913556806,-0.341954493086476,0.405285034745487,-0.843738267565735,0.398815678470935,0.973433783594715
"GENE_150",92.701012514227,0.320706612634343,0.436188757512209,0.735247314633886,0.462188888205277,0.973433783594715
"GENE_151",126.545116282854,0.191913023696615,0.409158528098259,0.469043196016502,0.639038760416493,0.98174239914331
"GENE_152",83.7958518602536,0.272232850945277,0.3984723457288,0.683191327737858,0.494485951857589,0.980187485888193
"GENE_153",84.0018288225497,0.393498665356523,0.396703214335581,0.991922049372791,0.321235552207683,0.973433783594715
"GENE_154",84.9596490785737,-0.284236587935354,0.399911516547212,-0.710748693584568,0.477239979308605,0.973644095236795
"GENE_155",77.3621429180954,0.0727930525620937,0.399319261804922,0.182292865696158,0.855352897232515,0.98174239914331
"GENE_156",110.775481946268,0.156806978687683,0.37075404266372,0.422940711748111,0.672338518438423,0.98174239914331
"GENE_157",105.493764914967,-0.139184203047501,0.359649037673703,-0.387000070812862,0.698756155528663,0.98174239914331
"GENE_158",92.1476307062845,0.193410196399981,0.391559753523929,0.493948100281869,0.621342833274985,0.98174239914331
"GENE_159",86.107064199141,0.412598553727563,0.40381032326529,1.02176326348274,0.306892960516242,0.973433783594715
"GENE_160",105.915380536364,-0.562677814007322,0.405201652516204,-1.38863652335381,0.164943305322748,0.925437516564023
"GENE_161",87.5839593123798,0.197589347612909,0.336756885228752,0.586741819632552,0.557377116649714,0.98174239914331
"GENE_162",89.0918393650981,-0.302615520184573,0.398814617275839,-0.758787434251111,0.447979723657099,0.973433783594715
"GENE_163",95.5025826790045,-0.667812261243732,0.406446151385801,-1.6430522443546,0.100372124326198,0.910590927512948
"GENE_164",110.990206239174,0.257995972022595,0.347159058234945,0.743163590010643,0.45738264410322,0.973433783594715
"GENE_165",103.3717943197,0.0545225922577209,0.322937598412378,0.168833212749968,0.865927833318508,0.98174239914331
"GENE_166",115.366325921381,-0.0367690945216927,0.42314027750304,-0.0868957565057809,0.930754372580597,0.99334332734839
"GENE_167",105.764188630514,0.0907059975941168,0.400813051673413,0.226304999838241,0.820964209951141,0.98174239914331
"GENE_168",128.47634013544,0.115646941560722,0.35521362034789,0.325570121572082,0.744749621070699,0.98174239914331
"GENE_169",86.0649156028546,-0.267198036218298,0.36349575925554,-0.735078826684347,0.462291488469471,0.973433783594715
"GENE_170",103.684100970437,0.348110752654524,0.338809608798722,1.02745242051658,0.304207478622654,0.973433783594715
"GENE_171",80.5408747773967,0.0156496886463608,0.344361112917778,0.0454455745997587,0.963752155213109,0.99334332734839
"GENE_172",112.565738196329,-0.132793569331158,0.384856869373283,-0.345046639150302,0.730059308363364,0.98174239914331
"GENE_173",93.8379487842011,0.692468353690436,0.429796370911758,1.61115449211787,0.107146053807697,0.925437516564023
"GENE_174",96.0422460378928,-0.199818330998131,0.38668694313591,-0.516744448047991,0.605334563765673,0.98174239914331
"GENE_175",83.1285836486048,-0.289162534130825,0.357057070807445,-0.809849622854173,0.418026608435817,0.973433783594715
"GENE_176",110.022669157929,-0.107152623302139,0.36044511075076,-0.297278614985107,0.766253806820845,0.98174239914331
"GENE_177",114.156136153978,-0.12855411804895,0.342179660693283,-0.375691874229137,0.707145979528216,0.98174239914331
"GENE_178",83.9196643035492,0.186010575455849,0.374400870403594,0.496821963195049,0.619314605670583,0.98174239914331
"GENE_179",78.3119711734489,-0.211690539463131,0.382376219110974,-0.55361847542536,0.579839979182623,0.98174239914331
"GENE_180",85.5808189731869,-1.10281641946644,0.394076600761807,-2.79848236950516,0.00513433723187329,0.506449410347138
"GENE_181",95.1621361416089,-0.0331281528690534,0.365797938014843,-0.0905640776676799,0.927838976461986,0.99334332734839
"GENE_182",125.601037794893,-0.393828667271124,0.376377308001266,-1.04636666158896,0.295391778788953,0.973433783594715
"GENE_183",117.18474214638,-0.0779981456291062,0.403131024664839,-0.193480880549825,0.846582378260788,0.98174239914331
"GENE_184",74.8369626987996,0.366987563149719,0.352988943413652,1.03965738870088,0.298499104177679,0.973433783594715
"GENE_185",95.570660465459,-0.446522092098293,0.337051224285272,-1.32479000200981,0.185240811798573,0.964795894784233
"GENE_186",96.3588777730058,-0.263508589183215,0.411691231534396,-0.640063642359115,0.522131224769683,0.980187485888193
"GENE_187",91.8872331977132,-0.667111583325173,0.394408303142445,-1.69142378091426,0.0907558935402605,0.902373510003027
"GENE_188",110.79867206933,-0.61994965248913,0.415684542620793,-1.49139452860213,0.135857943762211,0.925437516564023
"GENE_189",90.3305764987907,0.843181536702428,0.331534658523726,2.5432681471584,0.0109820913736037,0.506449410347138
"GENE_190",100.596066404145,-0.211158661164774,0.344388090072514,-0.613141590118033,0.539782722239757,0.980187485888193
"GENE_191",88.6328558336539,0.143151497899834,0.38655318356849,0.370328078993741,0.71113805468406,0.98174239914331
"GENE_192",107.135913091938,0.100324847300023,0.329658008550435,0.304330077528433,0.760876432643396,0.98174239914331
"GENE_193",98.4091684905303,-0.623671173303304,0.366789921503773,-1.70034980990307,0.0890651464817179,0.902373510003027
"GENE_194",92.1391456570616,-0.958276180124252,0.379153813705372,-2.52740746759018,0.0114908099575922,0.506449410347138
"GENE_195",111.449698831983,-0.236725502949926,0.327997720228212,-0.721729110754853,0.470461040666019,0.973433783594715
"GENE_196",120.069003746476,-0.262967684378694,0.41448668319755,-0.634441816924091,0.525792526565916,0.980187485888193
"GENE_197",95.6311990946832,0.351558477127142,0.355203880060371,0.989737153398749,0.322302610083538,0.973433783594715
"GENE_198",87.4442761369126,0.172833988281952,0.355331826882274,0.48640165390874,0.62668241815942,0.98174239914331
"GENE_199",105.265456582779,0.15187324255714,0.38596529373707,0.3934893759142,0.693958069277897,0.98174239914331
"GENE_200",108.304796161403,0.39178380678792,0.326369036063595,1.20043191447726,0.229971640374779,0.973433783594715
"GENE_201",73.4147944781644,0.201503435037197,0.440113147209745,0.457844616355362,0.647064079035407,0.98174239914331
"GENE_202",68.1777227859492,-0.873299095456928,0.406598999125741,-2.14781417891995,0.0317285201803119,0.772484021671677
"GENE_203",102.081066135589,0.274178406285335,0.335926699585329,0.816185217262525,0.414394210362757,0.973433783594715
"GENE_204",107.224638066513,0.628458670675806,0.344456367019341,1.8244942780823,0.068077380601587,0.902373510003027
"GENE_205",88.112577010478,-0.315826347059078,0.336922272625769,-0.937386372820407,0.348559848038818,0.973433783594715
"GENE_206",118.333166109177,0.0461650774124679,0.497857099458797,0.0927275667307996,0.926119996273877,0.99334332734839
"GENE_207",89.0323305672708,0.183887694883468,0.380980149005383,0.482670016701762,0.629330055790267,0.98174239914331
"GENE_208",105.21945022132,0.113469785596621,0.346489577058366,0.327483979633554,0.743301857955882,0.98174239914331
"GENE_209",149.702225807021,-0.553674568412066,0.322102742417476,-1.71893776580905,0.0856257045556775,0.902373510003027
"GENE_210",103.873011717124,0.237361015661656,0.387409895663773,0.612687023017238,0.540083304724395,0.980187485888193
"GENE_211",104.838760195522,0.106898073723804,0.389402238958765,0.274518384921571,0.783686276984738,0.98174239914331
"GENE_212",79.9302096518384,0.156625386955331,0.440780064193799,0.355336821418646,0.722337273479543,0.98174239914331
"GENE_213",124.60126591526,0.176487597634755,0.369588474594206,0.47752462472898,0.632988590195112,0.98174239914331
"GENE_214",83.549554155536,0.147734990254852,0.349956867500036,0.422151996359485,0.672914077268369,0.98174239914331
"GENE_215",66.4009717364295,0.129473313554217,0.434026355373116,0.298307492048297,0.765468486636809,0.98174239914331
"GENE_216",75.4184193645311,-0.289429129699199,0.4245396834316,-0.681748116830239,0.495398236315726,0.980187485888193
"GENE_217",93.1898156464489,0.000298875477129521,0.38289973075769,0.000780558075969652,0.999377204825616,0.999377204825616
"GENE_218",96.5041765388772,-0.297894988796471,0.337786196160427,-0.881903974119151,0.377828737793269,0.973433783594715
"GENE_219",90.1076782633594,-0.497098506280166,0.444838935979293,-1.11747975744485,0.263789249970047,0.973433783594715
"GENE_220",84.9201918964818,-0.090737223527622,0.460353199930652,-0.19710349258198,0.84374655035779,0.98174239914331
"GENE_221",96.8766716613835,-0.587253746977236,0.382128228959063,-1.53679760476463,0.124342880178686,0.925437516564023
"GENE_222",107.515373983893,0.318794459065925,0.357368790246706,0.892060156808457,0.37236068928268,0.973433783594715
"GENE_223",72.7693074560579,-0.497073355333452,0.360061338056653,-1.38052410185523,0.16742533401392,0.925437516564023
"GENE_224",103.409199371899,0.532677599480945,0.385463624910321,1.38191405117636,0.166998093030676,0.925437516564023
"GENE_225",86.5037354706679,-0.429388834642573,0.379209887817131,-1.13232499583355,0.257497825112481,0.973433783594715
"GENE_226",100.078918418315,-0.0838748300056934,0.320731248714208,-0.261511250749475,0.793698274470644,0.98174239914331
"GENE_227",91.7555885498504,-0.495642917130554,0.381249806232184,-1.30004765649298,0.193584636024972,0.970668518731061
"GENE_228",74.8771598482778,-0.40285859137138,0.425701651476559,-0.946340212620865,0.343975089195674,0.973433783594715
"GENE_229",96.7907724557756,-0.493598625624344,0.428067635807735,-1.15308559754338,0.248875252537527,0.973433783594715
"GENE_230",84.0909319511272,-0.370579883500596,0.446923817762882,-0.829179087737072,0.407003076494626,0.973433783594715
"GENE_231",109.473030214975,0.0644497857213065,0.344215289014668,0.187236847920954,0.851474935215278,0.98174239914331
"GENE_232",112.470371095546,-0.586869168842168,0.405031896375284,-1.44894556229814,0.147352785756723,0.925437516564023
"GENE_233",75.7474104177591,0.0189877863373008,0.428444159456513,0.0443179955151847,0.964650927420221,0.99334332734839
"GENE_234",93.2355040107418,0.596198743709019,0.432980468590619,1.37696452140136,0.168523217115387,0.925437516564023
"GENE_235",83.5563609912516,0.180523376941754,0.454329489407217,0.397340214867608,0.691116595849596,0.98174239914331
"GENE_236",89.6724388343119,0.0164098803585987,0.363662513008616,0.0451239260897092,0.964008530581774,0.99334332734839
"GENE_237",112.080809740455,0.310599946489968,0.470547796545977,0.660081608648271,0.509201460230479,0.980187485888193
"GENE_238",89.3984146003317,-0.340166911771013,0.41025688274964,-0.829155892501139,0.407016199885408,0.973433783594715
"GENE_239",103.501700756473,0.122731741503197,0.431993937411572,0.284105240547085,0.776329731001439,0.98174239914331
"GENE_240",101.107459155496,0.03467060876439,0.43918855977226,0.0789424223216751,0.937078420376071,0.99334332734839
"GENE_241",85.5629047097931,-0.40709398932054,0.445646755482553,-0.91349030215587,0.360984731731478,0.973433783594715
"GENE_242",83.6640188143499,0.225043414569371,0.463285281463898,0.48575558856149,0.627140465744588,0.98174239914331
"GENE_243",120.5304303664,0.336819649918887,0.359604982591581,0.936637883856653,0.348944858012434,0.973433783594715
"GENE_244",110.459523561383,0.288648085337036,0.351138618988964,0.822034574744707,0.41105721940364,0.973433783594715
"GENE_245",93.7796209701047,0.27807551320687,0.385882488936964,0.720622265013678,0.471141951259842,0.973433783594715
"GENE_246",96.1358163107374,-0.207421713162676,0.443540822011841,-0.467649656736981,0.640035148108486,0.98174239914331
"GENE_247",95.246265450987,-0.165444844563579,0.363658529434547,-0.454945590911423,0.649148382545453,0.98174239914331
"GENE_248",100.603731219316,-0.403751230524517,0.354315371610909,-1.13952501888034,0.254484239237632,0.973433783594715
"GENE_249",99.9929749203951,0.772466270232097,0.433039473077765,1.78382415058356,0.074452243969694,0.902373510003027
